ISOPais	País	Tipo	Celebración	Descripción	Fecha	Año	Mes	Día
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2092-09-20	2092	9	20
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2092-10-13	2092	10	13
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2092-10-31	2092	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2092-11-03	2092	11	3
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2092-11-14	2092	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2092-11-17	2092	11	17
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2092-12-07	2092	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2092-12-08	2092	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2092-12-24	2092	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2092-12-25	2092	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2092-12-31	2092	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2093-01-01	2093	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2093-01-12	2093	1	12
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2093-03-08	2093	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2093-03-23	2093	3	23
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2093-04-05	2093	4	5
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2093-04-09	2093	4	9
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2093-04-10	2093	4	10
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2093-04-12	2093	4	12
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2093-04-23	2093	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2093-04-25	2093	4	25
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2093-04-26	2093	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2093-04-29	2093	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2093-05-01	2093	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2093-05-10	2093	5	10
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2093-05-15	2093	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2093-05-25	2093	5	25
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2093-06-15	2093	6	15
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2093-06-21	2093	6	21
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2093-06-22	2093	6	22
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2093-06-29	2093	6	29
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2093-07-20	2093	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2093-08-07	2093	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2093-08-17	2093	8	17
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2093-09-19	2093	9	19
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2093-10-12	2093	10	12
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2093-10-31	2093	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2093-11-02	2093	11	2
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2093-11-14	2093	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2093-11-16	2093	11	16
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2093-12-07	2093	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2093-12-08	2093	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2093-12-24	2093	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2093-12-25	2093	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2093-12-31	2093	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2094-01-01	2094	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2094-01-11	2094	1	11
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2094-03-08	2094	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2094-03-22	2094	3	22
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2094-03-28	2094	3	28
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2094-04-01	2094	4	1
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2094-04-02	2094	4	2
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2094-04-04	2094	4	4
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2094-04-23	2094	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2094-04-24	2094	4	24
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2094-04-26	2094	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2094-04-29	2094	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2094-05-01	2094	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2094-05-09	2094	5	9
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2094-05-15	2094	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2094-05-17	2094	5	17
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2094-06-07	2094	6	7
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2094-06-14	2094	6	14
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2094-06-20	2094	6	20
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2094-07-05	2094	7	5
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2094-07-20	2094	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2094-08-07	2094	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2094-08-16	2094	8	16
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2094-09-18	2094	9	18
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2094-10-18	2094	10	18
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2094-10-31	2094	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2094-11-01	2094	11	1
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2094-11-14	2094	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2094-11-15	2094	11	15
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2094-12-07	2094	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2094-12-08	2094	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2094-12-24	2094	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2094-12-25	2094	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2094-12-31	2094	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2095-01-01	2095	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2095-01-10	2095	1	10
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2095-03-08	2095	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2095-03-21	2095	3	21
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2095-04-17	2095	4	17
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2095-04-21	2095	4	21
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2095-04-22	2095	4	22
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2095-04-23	2095	4	23
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2095-04-24	2095	4	24
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2095-04-26	2095	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2095-04-29	2095	4	29
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2095-04-30	2095	4	30
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2095-05-01	2095	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2095-05-08	2095	5	8
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2095-05-15	2095	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2095-06-06	2095	6	6
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2095-06-19	2095	6	19
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2095-06-27	2095	6	27
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2095-07-04	2095	7	4
